YEAR,WEEK,PROVINCE,DOSE,VACCINATIONS
2021,34,Antwerpen,B,236820.0
2021,34,Antwerpen,C,24193.0
2021,34,Brabant Wallon,A,49088.0
2021,34,Brabant Wallon,B,48383.0
2021,34,Brabant Wallon,C,1350.0
2021,34,Brussels,A,123470.0
2021,34,Brussels,B,118127.0
2021,34,Brussels,C,10025.0
2021,34,Hainaut,A,117234.0
2021,34,Hainaut,B,116045.0
2021,34,Hainaut,C,7646.0
2021,34,Limburg,A,114413.0
2021,34,Limburg,B,113479.0
2021,34,Limburg,C,17258.0
2021,34,Liège,A,124217.0
2021,34,Liège,B,121739.0
2021,34,Liège,C,5215.0
2021,34,Luxembourg,A,34060.0
2021,34,Luxembourg,B,33787.0
2021,34,Luxembourg,C,807.0
2021,34,Namur,A,56345.0
2021,34,Namur,B,55912.0
2021,34,Namur,C,5822.0
2021,34,Oost-Vlaanderen,A,193623.0
2021,34,Oost-Vlaanderen,B,190208.0
2021,34,Oost-Vlaanderen,C,22731.0
2021,34,Vlaams-Brabant,A,153487.0
2021,34,Vlaams-Brabant,B,151559.0
2021,34,Vlaams-Brabant,C,18348.0
2021,34,West-Vlaanderen,A,163399.0
2021,34,West-Vlaanderen,B,162470.0
2021,34,West-Vlaanderen,C,18056.0
2021,35,Antwerpen,A,244165.0
2021,35,Antwerpen,B,238502.0
2021,35,Antwerpen,C,24406.0
2021,35,Brabant Wallon,A,49139.0
2021,35,Brabant Wallon,B,48518.0
2021,35,Brabant Wallon,C,1384.0
2021,35,Brussels,A,124472.0
2021,35,Brussels,B,119137.0
2021,35,Brussels,C,10453.0
2021,35,Hainaut,A,117314.0
2021,35,Hainaut,B,116378.0
2021,35,Hainaut,C,7704.0
2021,35,Limburg,A,114473.0
2021,35,Limburg,B,113653.0
2021,35,Limburg,C,17351.0
2021,35,Liège,A,124409.0
2021,35,Liège,B,122201.0
2021,35,Liège,C,5261.0
2021,35,Luxembourg,A,34073.0
2021,35,Luxembourg,B,33845.0
2021,35,Luxembourg,C,810.0
2021,35,Namur,A,56405.0
2021,35,Namur,B,56061.0
2021,35,Namur,C,5855.0
2021,35,Oost-Vlaanderen,A,194415.0
2021,35,Oost-Vlaanderen,B,191213.0
2021,35,Oost-Vlaanderen,C,22882.0
2021,35,Vlaams-Brabant,A,153732.0
2021,35,Vlaams-Brabant,B,152066.0
2021,35,Vlaams-Brabant,C,18440.0
2021,35,West-Vlaanderen,A,163459.0
2021,35,West-Vlaanderen,B,162616.0
2021,35,West-Vlaanderen,C,18093.0
2021,36,Antwerpen,A,244990.0
2021,36,Antwerpen,B,239759.0
2021,36,Antwerpen,C,24517.0
2021,36,Brabant Wallon,A,49189.0
2021,36,Brabant Wallon,B,48606.0
2021,36,Brabant Wallon,C,1399.0
2021,36,Brussels,A,125570.0
2021,36,Brussels,B,120024.0
2021,36,Brussels,C,10927.0
2021,36,Hainaut,A,117404.0
2021,36,Hainaut,B,116544.0
2021,36,Hainaut,C,7757.0
2021,36,Limburg,A,114511.0
2021,36,Limburg,B,113786.0
2021,36,Limburg,C,17383.0
2021,36,Liège,A,124606.0
2021,36,Liège,B,122549.0
2021,36,Liège,C,5310.0
2021,36,Luxembourg,A,34087.0
2021,36,Luxembourg,B,33876.0
2021,36,Luxembourg,C,821.0
2021,36,Namur,A,56421.0
2021,36,Namur,B,56137.0
2021,36,Namur,C,5864.0
2021,36,Oost-Vlaanderen,A,194774.0
2021,36,Oost-Vlaanderen,B,191720.0
2021,36,Oost-Vlaanderen,C,23008.0
2021,36,Vlaams-Brabant,A,153960.0
2021,36,Vlaams-Brabant,B,152356.0
2021,36,Vlaams-Brabant,C,18499.0
2021,36,West-Vlaanderen,A,163520.0
2021,36,West-Vlaanderen,B,162774.0
2021,36,West-Vlaanderen,C,18158.0
2021,37,Antwerpen,A,245145.0
2021,37,Antwerpen,B,241040.0
2021,37,Antwerpen,C,24739.0
2021,37,Brabant Wallon,A,49273.0
2021,37,Brabant Wallon,B,48681.0
2021,37,Brabant Wallon,C,1428.0
2021,37,Brussels,A,126703.0
2021,37,Brussels,B,120802.0
2021,37,Brussels,C,11499.0
2021,37,Hainaut,A,117484.0
2021,37,Hainaut,B,116675.0
2021,37,Hainaut,C,7804.0
2021,37,Limburg,A,114556.0
2021,37,Limburg,B,113926.0
2021,37,Limburg,C,17463.0
2021,37,Liège,A,124821.0
2021,37,Liège,B,122847.0
2021,37,Liège,C,5379.0
2021,37,Luxembourg,A,34100.0
2021,37,Luxembourg,B,33907.0
2021,37,Luxembourg,C,830.0
2021,37,Namur,A,56465.0
2021,37,Namur,B,56171.0
2021,37,Namur,C,5884.0
2021,37,Oost-Vlaanderen,A,194909.0
2021,37,Oost-Vlaanderen,B,192214.0
2021,37,Oost-Vlaanderen,C,23149.0
2021,37,Vlaams-Brabant,A,154138.0
2021,37,Vlaams-Brabant,B,152642.0
2021,37,Vlaams-Brabant,C,18585.0
2021,37,West-Vlaanderen,A,163566.0
2021,37,West-Vlaanderen,B,162832.0
2021,37,West-Vlaanderen,C,18240.0
2021,38,Antwerpen,A,245319.0
2021,38,Antwerpen,B,242177.0
2021,38,Antwerpen,C,24956.0
2021,38,Brabant Wallon,A,49364.0
2021,38,Brabant Wallon,B,48760.0
2021,38,Brabant Wallon,C,1471.0
2021,38,Brussels,A,127719.0
2021,38,Brussels,B,121706.0
2021,38,Brussels,C,11996.0
2021,38,Hainaut,A,117660.0
2021,38,Hainaut,B,116760.0
2021,38,Hainaut,C,7885.0
2021,38,Limburg,A,114598.0
2021,38,Limburg,B,114047.0
2021,38,Limburg,C,17490.0
2021,38,Liège,A,125155.0
2021,38,Liège,B,123131.0
2021,38,Liège,C,5520.0
2021,38,Luxembourg,A,34162.0
2021,38,Luxembourg,B,33931.0
2021,38,Luxembourg,C,833.0
2021,38,Namur,A,56536.0
2021,38,Namur,B,56236.0
2021,38,Namur,C,5940.0
2021,38,Oost-Vlaanderen,A,195095.0
2021,38,Oost-Vlaanderen,B,192706.0
2021,38,Oost-Vlaanderen,C,23303.0
2021,38,Vlaams-Brabant,A,154274.0
2021,38,Vlaams-Brabant,B,152861.0
2021,38,Vlaams-Brabant,C,18698.0
2021,38,West-Vlaanderen,A,163592.0
2021,38,West-Vlaanderen,B,162917.0
2021,38,West-Vlaanderen,C,18298.0
2021,39,Antwerpen,A,245523.0
2021,39,Antwerpen,B,243433.0
2021,39,Antwerpen,C,25107.0
2021,39,Brabant Wallon,A,49431.0
2021,39,Brabant Wallon,B,48827.0
2021,39,Brabant Wallon,C,1496.0
2021,39,Brussels,A,128904.0
2021,39,Brussels,B,122681.0
2021,39,Brussels,C,12439.0
2021,39,Hainaut,A,117868.0
2021,39,Hainaut,B,116871.0
2021,39,Hainaut,C,8003.0
2021,39,Limburg,A,114615.0
2021,39,Limburg,B,114120.0
2021,39,Limburg,C,17541.0
2021,39,Liège,A,125583.0
2021,39,Liège,B,123398.0
2021,39,Liège,C,5600.0
2021,39,Luxembourg,A,34269.0
2021,39,Luxembourg,B,33958.0
2021,39,Luxembourg,C,844.0
2021,39,Namur,A,56619.0
2021,39,Namur,B,56282.0
2021,39,Namur,C,5962.0
2021,39,Oost-Vlaanderen,A,195258.0
2021,39,Oost-Vlaanderen,B,193769.0
2021,39,Oost-Vlaanderen,C,23397.0
2021,39,Vlaams-Brabant,A,154410.0
2021,39,Vlaams-Brabant,B,153169.0
2021,39,Vlaams-Brabant,C,18786.0
2021,39,West-Vlaanderen,A,163621.0
2021,39,West-Vlaanderen,B,162984.0
2021,39,West-Vlaanderen,C,18324.0
2021,40,Antwerpen,A,245717.0
2021,40,Antwerpen,B,243596.0
2021,40,Antwerpen,C,25170.0
2021,40,Brabant Wallon,A,49508.0
2021,40,Brabant Wallon,B,48924.0
2021,40,Brabant Wallon,C,1527.0
2021,40,Brussels,A,129669.0
2021,40,Brussels,B,123754.0
2021,40,Brussels,C,12823.0
2021,40,Hainaut,A,118051.0
2021,40,Hainaut,B,116976.0
2021,40,Hainaut,C,8098.0
2021,40,Limburg,A,114622.0
2021,40,Limburg,B,114152.0
2021,40,Limburg,C,17555.0
2021,40,Liège,A,125963.0
2021,40,Liège,B,123665.0
2021,40,Liège,C,5713.0
2021,40,Luxembourg,A,34360.0
2021,40,Luxembourg,B,33983.0
2021,40,Luxembourg,C,876.0
2021,40,Namur,A,56694.0
2021,40,Namur,B,56340.0
2021,40,Namur,C,6009.0
2021,40,Oost-Vlaanderen,A,195309.0
2021,40,Oost-Vlaanderen,B,193913.0
2021,40,Oost-Vlaanderen,C,23428.0
2021,40,Vlaams-Brabant,A,154489.0
2021,40,Vlaams-Brabant,B,153362.0
2021,40,Vlaams-Brabant,C,18855.0
2021,40,West-Vlaanderen,A,163650.0
2021,40,West-Vlaanderen,B,163048.0
2021,40,West-Vlaanderen,C,18374.0
2021,41,Antwerpen,A,245979.0
2021,41,Antwerpen,B,243841.0
2021,41,Antwerpen,C,25248.0
2021,41,Brabant Wallon,A,49564.0
2021,41,Brabant Wallon,B,49013.0
2021,41,Brabant Wallon,C,1568.0
2021,41,Brussels,A,130516.0
2021,41,Brussels,B,124892.0
2021,41,Brussels,C,13278.0
2021,41,Hainaut,A,118187.0
2021,41,Hainaut,B,117178.0
2021,41,Hainaut,C,8190.0
2021,41,Limburg,A,114636.0
2021,41,Limburg,B,114223.0
2021,41,Limburg,C,17564.0
2021,41,Liège,A,126232.0
2021,41,Liège,B,123978.0
2021,41,Liège,C,5815.0
2021,41,Luxembourg,A,34420.0
2021,41,Luxembourg,B,34048.0
2021,41,Luxembourg,C,881.0
2021,41,Namur,A,56751.0
2021,41,Namur,B,56414.0
2021,41,Namur,C,6053.0
2021,41,Oost-Vlaanderen,A,195337.0
2021,41,Oost-Vlaanderen,B,194023.0
2021,41,Oost-Vlaanderen,C,23460.0
2021,41,Vlaams-Brabant,A,154563.0
2021,41,Vlaams-Brabant,B,153531.0
2021,41,Vlaams-Brabant,C,18931.0
2021,41,West-Vlaanderen,A,163662.0
2021,41,West-Vlaanderen,B,163080.0
2021,41,West-Vlaanderen,C,18388.0
2021,42,Antwerpen,A,246064.0
2021,42,Antwerpen,B,244008.0
2021,42,Antwerpen,C,25273.0
2021,42,Brabant Wallon,A,49609.0
2021,42,Brabant Wallon,B,49078.0
2021,42,Brabant Wallon,C,1607.0
2021,42,Brussels,A,131568.0
2021,42,Brussels,B,126056.0
2021,42,Brussels,C,13788.0
2021,42,Hainaut,A,118318.0
2021,42,Hainaut,B,117378.0
2021,42,Hainaut,C,8291.0
2021,42,Limburg,A,114649.0
2021,42,Limburg,B,114233.0
2021,42,Limburg,C,17566.0
2021,42,Liège,A,126491.0
2021,42,Liège,B,124376.0
2021,42,Liège,C,5895.0
2021,42,Luxembourg,A,34493.0
2021,42,Luxembourg,B,34126.0
2021,42,Luxembourg,C,887.0
2021,42,Namur,A,56797.0
2021,42,Namur,B,56490.0
2021,42,Namur,C,6077.0
2021,42,Oost-Vlaanderen,A,195379.0
2021,42,Oost-Vlaanderen,B,194128.0
2021,42,Oost-Vlaanderen,C,23481.0
2021,42,Vlaams-Brabant,A,154627.0
2021,42,Vlaams-Brabant,B,153637.0
2021,42,Vlaams-Brabant,C,18995.0
2021,42,West-Vlaanderen,A,163670.0
2021,42,West-Vlaanderen,B,163111.0
2021,42,West-Vlaanderen,C,18391.0
2021,43,Antwerpen,A,246276.0
2021,43,Antwerpen,B,244324.0
2021,43,Antwerpen,C,25394.0
2021,43,Brabant Wallon,A,49692.0
2021,43,Brabant Wallon,B,49173.0
2021,43,Brabant Wallon,C,1650.0
2021,43,Brussels,A,132355.0
2021,43,Brussels,B,127193.0
2021,43,Brussels,C,14185.0
2021,43,Hainaut,A,118487.0
2021,43,Hainaut,B,117590.0
2021,43,Hainaut,C,8414.0
2021,43,Limburg,A,114661.0
2021,43,Limburg,B,114249.0
2021,43,Limburg,C,17573.0
2021,43,Liège,A,126843.0
2021,43,Liège,B,124854.0
2021,43,Liège,C,6008.0
2021,43,Luxembourg,A,34552.0
2021,43,Luxembourg,B,34218.0
2021,43,Luxembourg,C,907.0
2021,43,Namur,A,56893.0
2021,43,Namur,B,56587.0
2021,43,Namur,C,6122.0
2021,43,Oost-Vlaanderen,A,195424.0
2021,43,Oost-Vlaanderen,B,194226.0
2021,43,Oost-Vlaanderen,C,23510.0
2021,43,Vlaams-Brabant,A,154713.0
2021,43,Vlaams-Brabant,B,153741.0
2021,43,Vlaams-Brabant,C,19050.0
2021,43,West-Vlaanderen,A,163708.0
2021,43,West-Vlaanderen,B,163143.0
2021,43,West-Vlaanderen,C,18403.0
2021,44,Antwerpen,A,246512.0
2021,44,Antwerpen,B,244560.0
2021,44,Antwerpen,C,25490.0
2021,44,Brabant Wallon,A,49771.0
2021,44,Brabant Wallon,B,49229.0
2021,44,Brabant Wallon,C,1680.0
2021,44,Brussels,A,133038.0
2021,44,Brussels,B,127973.0
2021,44,Brussels,C,14610.0
2021,44,Hainaut,A,118640.0
2021,44,Hainaut,B,117737.0
2021,44,Hainaut,C,8548.0
2021,44,Limburg,A,114682.0
2021,44,Limburg,B,114257.0
2021,44,Limburg,C,17581.0
2021,44,Liège,A,127199.0
2021,44,Liège,B,125139.0
2021,44,Liège,C,6091.0
2021,44,Luxembourg,A,34605.0
2021,44,Luxembourg,B,34259.0
2021,44,Luxembourg,C,914.0
2021,44,Namur,A,56971.0
2021,44,Namur,B,56639.0
2021,44,Namur,C,6164.0
2021,44,Oost-Vlaanderen,A,195507.0
2021,44,Oost-Vlaanderen,B,194307.0
2021,44,Oost-Vlaanderen,C,23580.0
2021,44,Vlaams-Brabant,A,154795.0
2021,44,Vlaams-Brabant,B,153812.0
2021,44,Vlaams-Brabant,C,19123.0
2021,44,West-Vlaanderen,A,163747.0
2021,44,West-Vlaanderen,B,163166.0
2021,44,West-Vlaanderen,C,18438.0
2021,45,Antwerpen,A,246748.0
2021,45,Antwerpen,B,244694.0
2021,45,Antwerpen,C,25563.0
2021,45,Brabant Wallon,A,49828.0
2021,45,Brabant Wallon,B,49276.0
2021,45,Brabant Wallon,C,1714.0
2021,45,Brussels,A,133577.0
2021,45,Brussels,B,128823.0
2021,45,Brussels,C,14913.0
2021,45,Hainaut,A,118788.0
2021,45,Hainaut,B,117881.0
2021,45,Hainaut,C,8660.0
2021,45,Limburg,A,114716.0
2021,45,Limburg,B,114275.0
2021,45,Limburg,C,17590.0
2021,45,Liège,A,127477.0
2021,45,Liège,B,125405.0
2021,45,Liège,C,6150.0
2021,45,Luxembourg,A,34711.0
2021,45,Luxembourg,B,34337.0
2021,45,Luxembourg,C,934.0
2021,45,Namur,A,57036.0
2021,45,Namur,B,56684.0
2021,45,Namur,C,6191.0
2021,45,Oost-Vlaanderen,A,195618.0
2021,45,Oost-Vlaanderen,B,194384.0
2021,45,Oost-Vlaanderen,C,23693.0
2021,45,Vlaams-Brabant,A,154889.0
2021,45,Vlaams-Brabant,B,153874.0
2021,45,Vlaams-Brabant,C,19185.0
2021,45,West-Vlaanderen,A,163787.0
2021,45,West-Vlaanderen,B,163196.0
2021,45,West-Vlaanderen,C,18467.0
2021,46,Antwerpen,A,247067.0
2021,46,Antwerpen,B,244951.0
2021,46,Antwerpen,C,25571.0
2021,46,Brabant Wallon,A,49900.0
2021,46,Brabant Wallon,B,49360.0
2021,46,Brabant Wallon,C,1738.0
2021,46,Brussels,A,134128.0
2021,46,Brussels,B,129749.0
2021,46,Brussels,C,15197.0
2021,46,Hainaut,A,118972.0
2021,46,Hainaut,B,118061.0
2021,46,Hainaut,C,8729.0
2021,46,Limburg,A,114767.0
2021,46,Limburg,B,114320.0
2021,46,Limburg,C,17596.0
2021,46,Liège,A,127863.0
2021,46,Liège,B,125769.0
2021,46,Liège,C,6216.0
2021,46,Luxembourg,A,34793.0
2021,46,Luxembourg,B,34406.0
2021,46,Luxembourg,C,956.0
2021,46,Namur,A,57138.0
2021,46,Namur,B,56755.0
2021,46,Namur,C,6221.0
2021,46,Oost-Vlaanderen,A,195780.0
2021,46,Oost-Vlaanderen,B,194481.0
2021,46,Oost-Vlaanderen,C,23713.0
2021,46,Vlaams-Brabant,A,155034.0
2021,46,Vlaams-Brabant,B,154017.0
2021,46,Vlaams-Brabant,C,19221.0
2021,46,West-Vlaanderen,A,163875.0
2021,46,West-Vlaanderen,B,163265.0
2021,46,West-Vlaanderen,C,18473.0
2021,47,Antwerpen,A,247688.0
2021,47,Antwerpen,B,245204.0
2021,47,Antwerpen,C,25578.0
2021,47,Brabant Wallon,A,49959.0
2021,47,Brabant Wallon,B,49439.0
2021,47,Brabant Wallon,C,1756.0
2021,47,Brussels,A,134569.0
2021,47,Brussels,B,130374.0
2021,47,Brussels,C,15434.0
2021,47,Hainaut,A,119134.0
2021,47,Hainaut,B,118205.0
2021,47,Hainaut,C,8777.0
2021,47,Limburg,A,114810.0
2021,47,Limburg,B,114355.0
2021,47,Limburg,C,17596.0
2021,47,Liège,A,128124.0
2021,47,Liège,B,126073.0
2021,47,Liège,C,6270.0
2021,47,Luxembourg,A,34827.0
2021,47,Luxembourg,B,34435.0
2021,47,Luxembourg,C,956.0
2021,47,Namur,A,57198.0
2021,47,Namur,B,56832.0
2021,47,Namur,C,6231.0
2021,47,Oost-Vlaanderen,A,195956.0
2021,47,Oost-Vlaanderen,B,194615.0
2021,47,Oost-Vlaanderen,C,23719.0
2021,47,Vlaams-Brabant,A,155145.0
2021,47,Vlaams-Brabant,B,154102.0
2021,47,Vlaams-Brabant,C,19261.0
2021,47,West-Vlaanderen,A,163952.0
2021,47,West-Vlaanderen,B,163324.0
2021,47,West-Vlaanderen,C,18476.0
